,log_loss,no_predictor,no_pca
320,0.5581970602834624,29,19
321,0.5585431773759106,29,20
322,0.5528656923277558,29,21
323,0.5514760862570999,29,22
324,0.5505675771767127,29,23
325,0.5508068675111396,29,24
326,0.550808165840111,29,25
327,0.550807412132239,29,26
328,0.5508073329771384,29,27
329,0.5508070697594174,29,28
330,0.6572846913471092,30,3
331,0.6533175240883816,30,4
332,0.5692829851432248,30,5
333,0.5453485833681663,30,6
334,0.5448462722427005,30,7
335,0.54427885279703,30,8
336,0.5403812697823882,30,9
337,0.530419123069337,30,10
338,0.5303911413838682,30,11
339,0.53282406502968,30,12
340,0.5327465784796718,30,13
341,0.531125361001375,30,14
342,0.5339948668259055,30,15
343,0.534797475632045,30,16
344,0.5351147024924017,30,17
345,0.5352341171748684,30,18
346,0.5351618427362232,30,19
347,0.5350975525519958,30,20
348,0.5355020632650811,30,21
349,0.5266827448230843,30,22
350,0.5263464505928033,30,23
351,0.526375820487827,30,24
352,0.5263134612020944,30,25
353,0.52631335289,30,26
354,0.526312612660163,30,27
355,0.5263126450824815,30,28
356,0.5263126241194209,30,29
357,0.6644360504035972,31,3
358,0.6622587955268966,31,4
359,0.6169721703020711,31,5
360,0.5426038241139038,31,6
361,0.5322044383477846,31,7
362,0.5319356511342771,31,8
363,0.5267080338002936,31,9
364,0.5258430536685651,31,10
365,0.5314916949726743,31,11
366,0.5303975802489193,31,12
367,0.5232645391422864,31,13
368,0.5250298826173336,31,14
369,0.5253128757105345,31,15
370,0.5242984276115196,31,16
371,0.5248866418316359,31,17
372,0.5249098363830255,31,18
373,0.5240327829682507,31,19
374,0.5242190010602974,31,20
375,0.5240181258058884,31,21
376,0.5197730454658501,31,22
377,0.520159904472345,31,23
378,0.520224555590482,31,24
379,0.5198046386603995,31,25
380,0.5198111414996465,31,26
381,0.5198108557462436,31,27
382,0.5198102058196719,31,28
383,0.5198108612400771,31,29
384,0.5198107894407392,31,30
385,0.6518454852193424,32,3
386,0.6464224436942377,32,4
387,0.6176018733448699,32,5
388,0.5976775349114564,32,6
389,0.5971986485353672,32,7
390,0.59650631068187,32,8
391,0.5831455385087415,32,9
392,0.584219764830336,32,10
393,0.5842216372093905,32,11
394,0.5837583548938116,32,12
395,0.5829598326305004,32,13
396,0.5829074056513553,32,14
397,0.5758284822137612,32,15
398,0.5762650790914272,32,16
399,0.5759415878777948,32,17
400,0.5752842367138649,32,18
401,0.5783083556020779,32,19
402,0.5782955587573934,32,20
403,0.5777229182382299,32,21
404,0.5811226709143181,32,22
405,0.5830918054104994,32,23
406,0.579675367851272,32,24
407,0.5812947959214482,32,25
408,0.5814434913099948,32,26
409,0.5814772820790011,32,27
410,0.5814774689865387,32,28
411,0.5814793333748197,32,29
412,0.5814796226467949,32,30
413,0.5814796175091029,32,31
414,0.6539940068518764,33,3
415,0.6580475339116565,33,4
416,0.5934473815502002,33,5
417,0.5703891604551083,33,6
418,0.5733607035337396,33,7
419,0.5780577818426812,33,8
420,0.5723406084723155,33,9
421,0.5573802926441176,33,10
422,0.5573036308524342,33,11
423,0.5460097196073469,33,12
424,0.5473963291617004,33,13
425,0.5473601653715582,33,14
426,0.5461006213727583,33,15
427,0.5459363285558311,33,16
428,0.5460391262024854,33,17
429,0.5490347532646557,33,18
430,0.546928128195136,33,19
431,0.5472066473482117,33,20
432,0.546508228516269,33,21
433,0.5473026282024416,33,22
434,0.5462465434730635,33,23
435,0.5462016125200128,33,24
436,0.545585318441284,33,25
437,0.5445056352998697,33,26
438,0.5437447640179927,33,27
439,0.5437072580755347,33,28
440,0.5437080043909777,33,29
441,0.5437069653288485,33,30
442,0.5437069462411533,33,31
443,0.543706930474023,33,32
444,0.6229773949480031,34,3
445,0.6227456696755708,34,4
446,0.5977448272353314,34,5
447,0.5574256083078,34,6
448,0.5498024005215277,34,7
449,0.5602096923790811,34,8
450,0.5703096483692273,34,9
451,0.5620296525340717,34,10
452,0.5645577931556771,34,11
453,0.5639914383564174,34,12
454,0.5592286458591601,34,13
455,0.5501836550825795,34,14
456,0.5516748439056364,34,15
457,0.5513932126628308,34,16
458,0.5482576481908189,34,17
459,0.548664229943012,34,18
460,0.5515217410478869,34,19
461,0.5505191941415098,34,20
462,0.5519318130643586,34,21
463,0.550586472115336,34,22
464,0.5494553308146335,34,23
465,0.5491408574450383,34,24
466,0.5492331770601826,34,25
467,0.5492758684002841,34,26
468,0.5494726150644726,34,27
469,0.5494773269331042,34,28
470,0.5493612122727777,34,29
471,0.5493608633015301,34,30
472,0.5493595611770764,34,31
473,0.549360024759913,34,32
474,0.5493597873213752,34,33
