,log_loss,no_predictor,no_pca
329,0.5630211383662146,29,28
330,0.562632719440767,30,3
331,0.5614451002548223,30,4
332,0.5099793321716887,30,5
333,0.4819654097573469,30,6
334,0.4859953683051293,30,7
335,0.49109467838348925,30,8
336,0.4864837843562616,30,9
337,0.4699817541221322,30,10
338,0.472031975268039,30,11
339,0.46978788383520725,30,12
340,0.4679753026616378,30,13
341,0.4705333838454396,30,14
342,0.46998547885362923,30,15
343,0.47058014121835423,30,16
344,0.4722483418658929,30,17
345,0.47196123768820986,30,18
346,0.46872661789694975,30,19
347,0.46904458612054534,30,20
348,0.4690865508011204,30,21
349,0.4657105828327535,30,22
350,0.46637325323658513,30,23
351,0.4660778667412324,30,24
352,0.46608567225547665,30,25
353,0.4660854975927108,30,26
354,0.46608486109967606,30,27
355,0.46608487416818417,30,28
356,0.46608491437306254,30,29
357,0.6064907146549234,31,3
358,0.6042199269787194,31,4
359,0.5843239700074158,31,5
360,0.5638361431003805,31,6
361,0.5630045451596642,31,7
362,0.5639790991442722,31,8
363,0.5585737446037476,31,9
364,0.5580834106460537,31,10
365,0.5587825386133153,31,11
366,0.5582317607422462,31,12
367,0.5580463243422202,31,13
368,0.5596227742278682,31,14
369,0.5559260054645131,31,15
370,0.5560146154645783,31,16
371,0.5559046661352005,31,17
372,0.5527194764311761,31,18
373,0.5535831649120436,31,19
374,0.5535168960145763,31,20
375,0.5544633105567003,31,21
376,0.5554098024137408,31,22
377,0.5536992755108578,31,23
378,0.5539405851904726,31,24
379,0.5528190386234297,31,25
380,0.5527413957895667,31,26
381,0.5527414924738961,31,27
382,0.5527415003910646,31,28
383,0.552741572334204,31,29
384,0.5527417771713036,31,30
385,0.6264394221043175,32,3
386,0.6337538838705513,32,4
387,0.569466008204088,32,5
388,0.5293685405590751,32,6
389,0.526376624860183,32,7
390,0.5270929543199002,32,8
391,0.5223960844362486,32,9
392,0.5021799024177235,32,10
393,0.5032091708323825,32,11
394,0.4983656521737735,32,12
395,0.508892487207415,32,13
396,0.510275308274838,32,14
397,0.5113508847627289,32,15
398,0.51116430914731,32,16
399,0.5111637188329604,32,17
400,0.5116913427564694,32,18
401,0.5123184796968653,32,19
402,0.510699363496212,32,20
403,0.5093346250952343,32,21
404,0.5089897913126687,32,22
405,0.5072409036733669,32,23
406,0.5067420464964294,32,24
407,0.5067043140092284,32,25
408,0.5063987791265785,32,26
409,0.5063562037143802,32,27
410,0.5063566795296447,32,28
411,0.5063566717455962,32,29
412,0.506357123113979,32,30
413,0.5063570795728844,32,31
414,0.6037018421696659,33,3
415,0.6013662256185281,33,4
416,0.5384723057584619,33,5
417,0.522597369929872,33,6
418,0.5203202713705005,33,7
419,0.5240159458481729,33,8
420,0.5280382632495109,33,9
421,0.5237193309982492,33,10
422,0.5238647762554178,33,11
423,0.5224930136823477,33,12
424,0.5248739964797738,33,13
425,0.524751983671159,33,14
426,0.5245802684133845,33,15
427,0.5277104676493872,33,16
428,0.5275468277366013,33,17
429,0.5270979878980988,33,18
430,0.5270361994156665,33,19
431,0.527717409395202,33,20
432,0.5282037848767399,33,21
433,0.5295439637178075,33,22
434,0.5266873008628027,33,23
435,0.528311817011399,33,24
436,0.5275154594889705,33,25
437,0.5277710112476236,33,26
438,0.5266776093164038,33,27
439,0.5266401230193626,33,28
440,0.5266426608795145,33,29
441,0.5266431968197614,33,30
442,0.526644913199001,33,31
443,0.5266449168385159,33,32
444,0.7410679230035891,34,3
445,0.7372205199845704,34,4
446,0.6741300236875468,34,5
447,0.677132676299765,34,6
448,0.6774433020587666,34,7
449,0.6774247248773232,34,8
450,0.6924678572198928,34,9
451,0.6860500070813231,34,10
452,0.682636245400022,34,11
453,0.6873719406664348,34,12
454,0.6879286243273464,34,13
455,0.6838074187810533,34,14
456,0.6847171328785961,34,15
457,0.684542989877411,34,16
458,0.6827510766936999,34,17
459,0.6832600882552874,34,18
460,0.6886610510519736,34,19
461,0.6893564205352859,34,20
462,0.6893725771612988,34,21
463,0.692334354547848,34,22
464,0.6858493156196208,34,23
465,0.6857968719504426,34,24
466,0.6866445519035806,34,25
467,0.686110814152516,34,26
468,0.6871986037554199,34,27
469,0.6872119792381086,34,28
470,0.6868011460761295,34,29
471,0.6868044846171113,34,30
472,0.6867989580542706,34,31
473,0.6867990173383918,34,32
474,0.6867988727892328,34,33
