,log_loss,no_predictor,no_pca
227,0.5380855924235837,25,20
228,0.5378733491205062,25,21
229,0.5378884302928698,25,22
230,0.537885076143793,25,23
231,0.5378830442390202,25,24
232,0.63292631966909,26,3
233,0.636029870249219,26,4
234,0.6331057366370179,26,5
235,0.6098720996486986,26,6
236,0.6233459050534849,26,7
237,0.6046071114700671,26,8
238,0.6094906580136011,26,9
239,0.5887051431888285,26,10
240,0.590721094202977,26,11
241,0.5922934224136686,26,12
242,0.5975675377478772,26,13
243,0.5968000055662388,26,14
244,0.5970253222869032,26,15
245,0.6002982799242548,26,16
246,0.5968951767726418,26,17
247,0.5688412067300198,26,18
248,0.5686698142241603,26,19
249,0.5683840625261921,26,20
250,0.5684184058668124,26,21
251,0.5683532660794766,26,22
252,0.5683534549760122,26,23
253,0.5683471581629143,26,24
254,0.5683452959455509,26,25
255,0.6390105539069929,27,3
256,0.634315545828005,27,4
257,0.6515767165907992,27,5
258,0.6487726798493878,27,6
259,0.6466179669927793,27,7
260,0.6210919200891829,27,8
261,0.6155536558625758,27,9
262,0.5658530394265467,27,10
263,0.5773175408019434,27,11
264,0.5743268466040827,27,12
265,0.5753303095888044,27,13
266,0.5745596958762089,27,14
267,0.573412033646937,27,15
268,0.572755641746985,27,16
269,0.5710384186654391,27,17
270,0.5364530594154145,27,18
271,0.5357191163698074,27,19
272,0.5340750470365561,27,20
273,0.5360260665192922,27,21
274,0.5342665587921039,27,22
275,0.5345376030526208,27,23
276,0.5345641071036377,27,24
277,0.5345573682277002,27,25
278,0.5345594327017433,27,26
279,0.6584000031361735,28,3
280,0.6599552878512692,28,4
281,0.6387107847657446,28,5
282,0.5602057344239384,28,6
283,0.5561908169592117,28,7
284,0.5486577115150006,28,8
285,0.5497790537580669,28,9
286,0.559250887387525,28,10
287,0.5586492193590471,28,11
288,0.5635271197953314,28,12
289,0.5482134015164287,28,13
290,0.5482515095518782,28,14
291,0.5450896837157502,28,15
292,0.5361904149963181,28,16
293,0.5368436632848832,28,17
294,0.5356042488779179,28,18
295,0.5351167958931926,28,19
296,0.5347149923586189,28,20
297,0.5357185782358004,28,21
298,0.5351682698573093,28,22
299,0.5352629668153368,28,23
300,0.5352628811220582,28,24
301,0.5352628823360492,28,25
302,0.5352627855472006,28,26
303,0.535262613943742,28,27
304,0.5735810377408387,29,3
305,0.5727021381437297,29,4
306,0.46665528818364443,29,5
307,0.4210413290555804,29,6
308,0.41967850742985563,29,7
309,0.4173911294412581,29,8
310,0.4046979479058564,29,9
311,0.3946394621252582,29,10
312,0.39459292076424946,29,11
313,0.3959132303861508,29,12
314,0.397685292164734,29,13
315,0.4009035675859841,29,14
316,0.40173441852522873,29,15
317,0.4047308453038172,29,16
318,0.4054274204181968,29,17
319,0.4054157601424521,29,18
320,0.40626235744590977,29,19
321,0.41026904754679583,29,20
322,0.4041449993827093,29,21
323,0.40385170480588317,29,22
324,0.40382959895663145,29,23
325,0.40401831329697757,29,24
326,0.4040186485415869,29,25
327,0.4040194576129998,29,26
328,0.4040194753122599,29,27
329,0.40401955308219345,29,28
330,0.5931950143935963,30,3
331,0.5930816047015779,30,4
332,0.511015743834082,30,5
333,0.48270693202228776,30,6
334,0.4803397279991863,30,7
335,0.4785835507505526,30,8
336,0.47252986948377823,30,9
337,0.4664396431343919,30,10
338,0.46739538867268116,30,11
339,0.46752849003227126,30,12
340,0.4658233552309393,30,13
341,0.46021742056201376,30,14
342,0.46101549319106694,30,15
343,0.4617097002147075,30,16
344,0.46245631801378984,30,17
345,0.46294274750268577,30,18
346,0.46321977922766366,30,19
347,0.4638594620197232,30,20
348,0.46460106544527907,30,21
349,0.4630807773667837,30,22
350,0.46384505583829494,30,23
351,0.46354810139382585,30,24
352,0.4635309774764984,30,25
353,0.46353119805921916,30,26
354,0.4635383985736702,30,27
355,0.4635385063667627,30,28
356,0.46353842419869695,30,29
357,0.6655598989080318,31,3
358,0.658725243613379,31,4
359,0.5765721941551296,31,5
360,0.524829460123063,31,6
361,0.5280218337059188,31,7
362,0.5306517041384828,31,8
363,0.5267605327542592,31,9
364,0.5161285488611194,31,10
365,0.5170171055675571,31,11
366,0.5178908905394364,31,12
367,0.5190193521568691,31,13
368,0.5201165889099435,31,14
369,0.5203369754449907,31,15
370,0.5245080924104064,31,16
371,0.5245647274278391,31,17
372,0.524530849287975,31,18
373,0.5242336588022849,31,19
374,0.5246768352142206,31,20
375,0.52214969757569,31,21
376,0.516757510203571,31,22
377,0.5161218393526762,31,23
378,0.5164979837100021,31,24
379,0.5158747130479505,31,25
380,0.5159030107544802,31,26
381,0.5159038526173568,31,27
382,0.5158972337632968,31,28
383,0.5158971919458688,31,29
384,0.5158968856580733,31,30
385,0.6108256471299917,32,3
386,0.6165463189356573,32,4
387,0.5365377218179784,32,5
388,0.5286880010749342,32,6
389,0.5286318426196408,32,7
390,0.5275556341467944,32,8
391,0.5293776311640931,32,9
392,0.5217803232085336,32,10
393,0.5220689171470475,32,11
394,0.5214639124179395,32,12
395,0.5212652504612084,32,13
396,0.5199154465711501,32,14
397,0.5203537324561766,32,15
398,0.5203185448085443,32,16
399,0.5203734876080045,32,17
400,0.5203034313164081,32,18
401,0.5201027321320347,32,19
402,0.5203719912724801,32,20
403,0.5198537204083747,32,21
404,0.5198333135397066,32,22
405,0.5163797922677092,32,23
406,0.5175545805164263,32,24
407,0.5175794932381159,32,25
408,0.5181576532089798,32,26
409,0.5181168346919385,32,27
410,0.5181175438564872,32,28
411,0.5181170527040375,32,29
412,0.5181170520542369,32,30
413,0.5181170352237874,32,31
414,0.6353210689294723,33,3
415,0.6385801780155191,33,4
416,0.5452348395741312,33,5
417,0.5415818631114601,33,6
418,0.5382332060332083,33,7
419,0.5386403343713796,33,8
420,0.5393885748129322,33,9
421,0.525072687236317,33,10
422,0.5287134263267254,33,11
423,0.5306667390102117,33,12
424,0.5309225546176888,33,13
425,0.5303883562333647,33,14
426,0.5306730410426046,33,15
427,0.5308999813488509,33,16
428,0.533069957845255,33,17
429,0.5320373166457703,33,18
430,0.5312895267538927,33,19
431,0.5313743679878514,33,20
432,0.5358845490523126,33,21
433,0.5344835466443874,33,22
434,0.5332863414218885,33,23
435,0.533203465885473,33,24
436,0.5337005670452312,33,25
437,0.5334194696383262,33,26
438,0.5324505320688453,33,27
439,0.5324894660600178,33,28
440,0.5324897506826933,33,29
441,0.5324903277581855,33,30
442,0.5324907217140855,33,31
443,0.5324903993595603,33,32
444,0.6001267346057164,34,3
445,0.5987222888644954,34,4
446,0.5145106265937165,34,5
447,0.5211287248236773,34,6
448,0.5333420764501065,34,7
449,0.5326909895856765,34,8
450,0.5334597278055865,34,9
451,0.5202477118284504,34,10
452,0.5213663564887925,34,11
453,0.5179165008289613,34,12
454,0.5166882265026911,34,13
455,0.517945061193966,34,14
456,0.5191878509578565,34,15
457,0.5177334291595361,34,16
458,0.5171877111916219,34,17
459,0.5198949973016761,34,18
460,0.5196152278942231,34,19
461,0.5207714920642943,34,20
462,0.5206062209664771,34,21
463,0.5199012774814762,34,22
464,0.5168877527058835,34,23
465,0.5167980039303622,34,24
466,0.5151983460318814,34,25
467,0.5152993636521064,34,26
468,0.5155516261820462,34,27
469,0.515530350004143,34,28
470,0.5155224365253258,34,29
471,0.5155228106228043,34,30
472,0.5155221547930537,34,31
473,0.5155224535271625,34,32
474,0.515522361705876,34,33
